date,sentiment
2009-07-20,-0.1411
2009-07-21,-0.150304
2009-07-22,-0.089456
2009-07-23,-0.269028
2009-07-24,-0.126372
2009-07-25,-0.222944
2009-07-26,-0.19327199999999997
2009-07-27,-0.22317599999999999
2009-07-28,-0.297064
2009-07-29,-0.238476
2009-07-30,-0.26360799999999995
2009-07-31,-0.194492
2009-08-01,-0.20093999999999998
2009-08-02,-0.167196
2009-08-03,-0.062624
2009-08-04,-0.25148
2009-08-05,-0.185108
2009-08-06,-0.096548
2009-08-07,-0.315392
2009-08-08,-0.089452
2009-08-09,-0.34810800000000003
2009-08-10,-0.2268
2009-08-11,-0.240092
2009-08-12,-0.053040000000000004
2009-08-13,-0.18525199999999997
2009-08-14,-0.14166
2009-08-15,-0.24698799999999999
2009-08-16,-0.207132
2009-08-17,-0.310208
2009-08-18,-0.126284
2009-08-19,-0.198036
2009-08-20,-0.102944
2009-08-21,-0.36784799999999995
2009-08-22,-0.270876
2009-08-23,-0.09522
2009-08-24,-0.156252
2009-08-25,-0.15172799999999997
2009-08-26,-0.154188
2009-08-27,-0.266856
2009-08-28,-0.119892
2009-08-29,-0.08808799999999999
2009-08-30,-0.050888
2009-08-31,-0.229388
2009-09-01,-0.18606
2009-09-02,-0.150256
2009-09-03,-0.183048
2009-09-04,-0.206244
2009-09-05,-0.16230000000000003
2009-09-06,-0.212816
2009-09-07,-0.136104
2009-09-08,-0.17462400000000003
2009-09-09,-0.17055199999999998
2009-09-10,-0.207284
2009-09-11,-0.14551999999999998
2009-09-12,-0.039004166666666666
2009-09-13,-0.29810416666666667
2009-09-14,-0.104208
2009-09-15,0.05947272727272728
2009-09-16,-0.075632
2009-09-17,-0.370984
2009-09-18,-0.152304
2009-09-19,-0.12700869565217393
2009-09-20,-0.19152608695652173
2009-09-21,-0.153492
2009-09-22,-0.185048
2009-09-23,-0.141912
2009-09-24,-0.184772
2009-09-25,-0.042492
2009-09-26,-0.1580391304347826
2009-09-27,-0.148788
2009-09-28,-0.07127599999999999
2009-09-29,-0.240032
2009-09-30,-0.25604
2009-10-01,-0.18206400000000003
2009-10-02,-0.2671
2009-10-03,-0.051456
2009-10-04,-0.07918399999999999
2009-10-05,-0.19962
2009-10-06,-0.20597200000000002
2009-10-07,-0.435376
2009-10-08,-0.132212
2009-10-09,-0.106492
2009-10-10,-0.12105
2009-10-11,-0.230688
2009-10-12,-0.23008800000000001
2009-10-13,-0.20521599999999998
2009-10-14,-0.225684
2009-10-15,-0.06358799999999999
2009-10-16,-0.16165200000000002
2009-10-17,-0.260768
2009-10-18,-0.23416399999999998
2009-10-19,-0.20172800000000002
2009-10-20,0.058432000000000005
2009-10-21,-0.089456
2009-10-22,-0.22053999999999999
2009-10-23,-0.021396000000000012
2009-10-24,-0.09434000000000001
2009-10-25,-0.26166
2009-10-26,-0.32480800000000004
2009-10-27,-0.309616
2009-10-28,-0.31535599999999997
2009-10-29,-0.16450800000000002
2009-10-30,-0.17228000000000002
2009-10-31,-0.140892
2009-11-01,-0.133828
2009-11-02,-0.07488399999999999
2009-11-03,-0.14887599999999998
2009-11-04,-0.149724
2009-11-05,-0.285344
2009-11-06,-0.184096
2009-11-07,-0.3259
2009-11-08,-0.111312
2009-11-09,-0.03932400000000001
2009-11-10,-0.186204
2009-11-11,-0.072912
2009-11-12,-0.23278400000000002
2009-11-13,-0.19787200000000002
2009-11-14,-0.21557600000000002
2009-11-15,-0.057132
2009-11-16,-0.316956
2009-11-17,-0.102768
2009-11-18,-0.234444
2009-11-19,-0.126128
2009-11-20,-0.303364
2009-11-21,-0.37689999999999996
2009-11-22,-0.24392
2009-11-23,-0.437448
2009-11-24,-0.351084
2009-11-25,-0.182624
2009-11-26,-0.12551199999999998
2009-11-27,-0.16746
2009-11-28,-0.36878
2009-11-29,-0.326224
2009-11-30,-0.262452
2009-12-01,-0.20958
2009-12-02,-0.441356
2009-12-03,-0.197304
2009-12-04,-0.250304
2009-12-05,-0.14576
2009-12-06,-0.254212
2009-12-07,-0.186144
2009-12-08,-0.154384
2009-12-09,-0.096072
2009-12-10,-0.287848
2009-12-11,-0.26224000000000003
2009-12-12,-0.212136
2009-12-13,-0.34408
2009-12-14,-0.347292
2009-12-15,-0.414724
2009-12-16,-0.306132
2009-12-17,-0.288408
2009-12-18,-0.207956
2009-12-19,-0.13542800000000002
2009-12-20,-0.22362
2009-12-21,-0.202364
2009-12-22,-0.26275200000000004
2009-12-23,-0.160964
2009-12-24,-0.2031521739130435
2009-12-25,-0.2495
2009-12-26,-0.245988
2009-12-27,-0.289812
2009-12-28,-0.011208000000000001
2009-12-29,-0.123604
2009-12-30,-0.363112
2009-12-31,-0.346824
2010-01-01,-0.24005600000000002
2010-01-02,-0.116188
2010-01-03,-0.0273
2010-01-04,-0.147916
2010-01-05,-0.300528
2010-01-06,-0.36052799999999996
2010-01-07,-0.05297200000000001
2010-01-08,-0.35796
2010-01-09,-0.300596
2010-01-10,-0.226448
2010-01-11,-0.29260400000000003
2010-01-12,-0.272892
2010-01-13,-0.22991599999999998
2010-01-14,-0.1848
2010-01-15,-0.143972
2010-01-16,-0.087164
2010-01-17,-0.144564
2010-01-18,-0.191044
2010-01-19,-0.22468
2010-01-20,-0.061427999999999996
2010-01-21,-0.278832
2010-01-22,-0.16092800000000002
2010-01-23,-0.315192
2010-01-24,-0.24956
2010-01-25,-0.194524
2010-01-26,-0.37852
2010-01-27,-0.115372
2010-01-28,-0.27877199999999996
2010-01-29,-0.348384
2010-01-30,-0.206584
2010-01-31,-0.18988799999999997
2010-02-01,-0.23544800000000002
2010-02-02,-0.03352
2010-02-03,-0.09400800000000001
2010-02-04,-0.242348
2010-02-05,0.0453
2010-02-06,-0.18897200000000003
2010-02-07,-0.253368
2010-02-08,-0.226384
2010-02-09,-0.29864
2010-02-10,-0.18372
2010-02-11,-0.160748
2010-02-12,-0.259532
2010-02-13,-0.31243200000000004
2010-02-14,-0.2613
2010-02-15,-0.34516800000000003
2010-02-16,-0.37943600000000005
2010-02-17,-0.297104
2010-02-18,-0.23484000000000002
2010-02-19,-0.293172
2010-02-20,-0.14643599999999998
2010-02-21,-0.21614
2010-02-22,-0.27982799999999997
2010-02-23,-0.292032
2010-02-24,-0.23052
2010-02-25,-0.125492
2010-02-26,-0.069196
2010-02-27,-0.22710799999999998
2010-02-28,-0.195188
2010-03-01,-0.38020000000000004
2010-03-02,-0.228916
2010-03-03,-0.292032
2010-03-04,-0.150396
2010-03-05,-0.144936
2010-03-06,-0.196204
2010-03-07,-0.21779199999999999
2010-03-08,-0.123216
2010-03-09,-0.134068
2010-03-10,-0.034288000000000006
2010-03-11,-0.159732
2010-03-12,-0.193944
2010-03-13,-0.154056
2010-03-14,0.07295199999999999
2010-03-15,-0.067944
2010-03-16,-0.285052
2010-03-17,-0.1628
2010-03-18,-0.15532400000000002
2010-03-19,-0.30280799999999997
2010-03-20,-0.288364
2010-03-21,-0.17109200000000002
2010-03-22,-0.24734
2010-03-23,-0.254632
2010-03-24,-0.270168
2010-03-25,-0.248424
2010-03-26,-0.23630400000000001
2010-03-27,-0.363752
2010-03-29,-0.270928
2010-03-30,-0.312256
2010-03-31,-0.437732
2010-04-01,-0.20742800000000003
2010-04-02,-0.31366
2010-04-03,-0.41570799999999997
2010-04-04,-0.217164
2010-04-05,-0.24188400000000002
2010-04-06,-0.330568
2010-04-07,-0.26533999999999996
2010-04-08,-0.25918800000000003
2010-04-09,-0.21522399999999997
2010-04-10,-0.35308799999999996
2010-04-11,-0.273588
2010-04-12,-0.17158400000000001
2010-04-13,-0.188884
2010-04-14,-0.11681999999999998
2010-04-15,-0.144536
2010-04-16,-0.35891599999999996
2010-04-17,-0.248988
2010-04-18,-0.169808
2010-04-19,-0.16672800000000002
2010-04-20,-0.201888
2010-04-21,-0.159416
2010-04-22,-0.10444800000000001
2010-04-23,-0.22856400000000002
2010-04-24,-0.197548
2010-04-25,-0.163396
2010-04-26,-0.1408
2010-04-27,-0.040764
2010-04-28,-0.19347999999999999
2010-04-29,-0.332396
2010-04-30,-0.324392
2010-05-01,-0.087972
2010-05-02,-0.15561999999999998
2010-05-03,-0.19812000000000002
2010-05-04,-0.176952
2010-05-05,-0.166964
2010-05-06,-0.13566
2010-05-07,-0.173404
2010-05-08,-0.014863999999999997
2010-05-09,-0.22240400000000002
2010-05-10,-0.20421199999999998
2010-05-11,-0.291672
2010-05-12,-0.240596
2010-05-13,-0.206528
2010-05-14,-0.38568800000000003
2010-05-15,-0.211388
2010-05-16,-0.244352
2010-05-17,-0.14158400000000002
2010-05-18,-0.076264
2010-05-19,-0.30731200000000003
2010-05-20,-0.242648
2010-05-21,-0.248304
2010-05-22,-0.334712
2010-05-23,-0.07397999999999999
2010-05-24,-0.22148800000000002
2010-05-25,-0.32105200000000006
2010-05-26,-0.174144
2010-05-27,-0.14052
2010-05-28,-0.26569200000000004
2010-05-29,-0.18807600000000002
2010-05-30,-0.19864
2010-05-31,-0.341588
2010-06-01,-0.205872
2010-06-02,-0.462896
2010-06-03,-0.120696
2010-06-04,-0.291676
2010-06-05,-0.043292000000000004
2010-06-06,-0.02028
2010-06-07,-0.373884
2010-06-08,-0.35454399999999997
2010-06-09,-0.22796
2010-06-10,-0.221016
2010-06-11,-0.147584
2010-06-12,-0.346152
2010-06-13,-0.25451999999999997
2010-06-14,-0.08868000000000001
2010-06-15,-0.331488
2010-06-16,-0.216444
2010-06-17,-0.12446399999999999
2010-06-18,-0.22209199999999998
2010-06-19,-0.263444
2010-06-20,-0.206372
2010-06-21,-0.104276
2010-06-22,-0.18177600000000002
2010-06-23,-0.188028
2010-06-24,-0.1677
2010-06-25,-0.12959199999999998
2010-06-26,-0.202088
2010-06-27,-0.243152
2010-06-28,-0.17436799999999997
2010-06-29,-0.2368
2010-06-30,-0.349972
2010-07-01,-0.031731999999999996
2010-07-02,-0.36511200000000005
2010-07-03,-0.221828
2010-07-04,-0.215188
2010-07-05,-0.400244
2010-07-06,-0.238212
2010-07-07,-0.206196
2010-07-08,-0.298572
2010-07-09,-0.07782
2010-07-10,-0.263792
2010-07-11,-0.23150400000000002
2010-07-12,-0.47688400000000003
2010-07-13,-0.263616
2010-07-14,-0.180172
2010-07-15,-0.21323999999999999
2010-07-16,-0.281544
2010-07-17,-0.33702799999999994
2010-07-18,-0.3176
2010-07-19,0.0020319999999999982
2010-07-20,0.041096
2010-07-21,-0.403596
2010-07-22,-0.125104
2010-07-23,-0.23735199999999998
2010-07-24,-0.093504
2010-07-25,-0.29072400000000004
2010-07-26,-0.2773
2010-07-27,-0.20040400000000003
2010-07-28,-0.292172
2010-07-29,-0.205632
2010-07-30,-0.340076
2010-07-31,-0.283224
2010-08-01,-0.240196
2010-08-02,-0.26545199999999997
2010-08-03,-0.13222799999999998
2010-08-04,-0.30064799999999997
2010-08-05,-0.14197200000000001
2010-08-06,-0.23311199999999999
2010-08-07,-0.371308
2010-08-08,-0.238616
2010-08-09,-0.181984
2010-08-10,-0.314692
2010-08-11,-0.05719200000000001
2010-08-12,-0.17197600000000002
2010-08-13,-0.199516
2010-08-14,-0.22254
2010-08-15,-0.24036000000000002
2010-08-16,-0.286288
2010-08-17,-0.10358
2010-08-18,-0.10507999999999999
2010-08-19,-0.181712
2010-08-20,-0.260712
2010-08-21,-0.25113599999999997
2010-08-22,-0.195768
2010-08-23,-0.154424
2010-08-24,-0.304588
2010-08-25,-0.32746000000000003
2010-08-26,-0.123752
2010-08-27,-0.11355599999999999
2010-08-28,-0.037040000000000003
2010-08-29,-0.276012
2010-08-30,-0.250996
2010-08-31,-0.29734
2010-09-01,-0.251328
2010-09-02,-0.303696
2010-09-03,-0.306816
2010-09-04,-0.07084
2010-09-05,-0.22566
2010-09-06,-0.062832
2010-09-07,-0.16558
2010-09-08,-0.16373200000000002
2010-09-09,-0.1935
2010-09-10,-0.376676
2010-09-11,-0.289176
2010-09-12,-0.18578400000000003
2010-09-13,-0.170016
2010-09-14,-0.26711199999999996
2010-09-15,-0.1421
2010-09-16,-0.12223200000000002
2010-09-17,-0.249476
2010-09-18,-0.13676
2010-09-19,-0.260988
2010-09-20,-0.157692
2010-09-21,-0.06092
2010-09-22,-0.272188
2010-09-23,-0.259564
2010-09-24,-0.364968
2010-09-25,-0.219408
2010-09-26,-0.09197600000000002
2010-09-27,-0.23380800000000002
2010-09-28,-0.373128
2010-09-29,-0.190364
2010-09-30,-0.145744
2010-10-01,-0.322648
2010-10-02,-0.17066800000000001
2010-10-03,-0.09527999999999999
2010-10-04,-0.326932
2010-10-05,-0.12397999999999999
2010-10-06,0.013319999999999988
2010-10-07,-0.09150400000000002
2010-10-08,-0.20552399999999998
2010-10-09,0.05980400000000001
2010-10-10,0.030344000000000024
2010-10-11,-0.209884
2010-10-12,-0.22787600000000002
2010-10-13,-0.171568
2010-10-14,0.078324
2010-10-15,-0.087308
2010-10-16,-0.06906
2010-10-17,-0.026292
